Title,Abstract,StoreId,pubdate,pubtitle,year,startPage
"Cyclists, pedestrians and courtesy","  Sir, - What a good idea - an app to identify cars causing problems in cycle lanes (Frank E Bannister, August 4th).",1701200982,"Aug 5, 2015",Irish Times,2015, 15
Alarm at disproportionately high death rate: Most fatalities involve middle-aged men cycling in built-up areas: Most fatalities involve middle-aged men cycling in built-up areas,"  ""Ultimately, if there's a collision between a car and a cyclist, the cyclist will come out worse,"" she said. ""When it comes to road safety, enforcement is important but there is also a cultural need for people to be aware they are driving a potential murder vehicle."" Men in their 30s, 40s and 50s, for example, accounted for three-quarters of deaths last year. The growth in cycling as a leisure activity is represented in the injury toll. Just over four in 10 cyclists injured in 2012 were cycling for leisure at the time of the collision, while almost one in 10 were cycling to or from work. Among the most dangerous manoeuvres taken by drivers who collided with cyclists included right turns, followed by left turns. These alone accounted for four out of 10 injuries to cyclists in 2012.",1701201086,"Aug 5, 2015",Irish Times,2015, 3
Number of cycling deaths doubles in year,"  Among the most dangerous manoeuvres taken by drivers who hit cyclists included right turns, followed by left turns. These alone accounted for four out of 10 injuries to cyclists in 2012. The authority's chairwoman has warned of a ""war"" between militant cyclists and motorists on the road and pledged to promote sharing of road space. Damien O'Tuama, national cycling co-ordinator with the Cyclistng.ie campaign group, played down any notion of militancy and said many cyclists were motorists, and vice versa.",1701201120,"Aug 5, 2015",Irish Times,2015, 1
We need to tackle dangers facing cyclists: Too little is being done to reduce the hazards posed by cars to road users: Too little is being done to reduce the hazards posed by cars to road users,"  Cycling advocates maintain much of the recent commentary on bicycling behaviour falls into the category of ""dangerising"" cycling - that is, misjudging how dangerous the activity is and failing to recognise the real sources of danger. The Irish Times reports the rise in cycle fatalities between 2013 (five) and 2014 (12). While campaigners are undoubtedly saddened by this increase, we need to take a longer-term perspective to understand trends. Policing and road safety efforts must be weighted towards slowing down motorised vehicles. This is particularly pertinent given that an increasing proportion of newly registered cars are sports utility vehicles (SUVs), with greater masses, wider bodies, higher front ends and low ""Euro NCAP"" safety ratings (used to estimate the severity of injuries caused to pedestrians from front-end impacts). It is no wonder the number of children cycling to primary school has decreased dramatically over the past 20 years - in 1991, some 22,400 children cycled to primary school; by 2011, it was just over 6,200. Further, while the provision of cycle lanes expanded substantially over the past 20 years (with very mixed quality of designs), the problem of ""fly-parking"" on cycle tracks is remarkably common.",1702324928,"Aug 10, 2015",Irish Times,2015, 14
Cyclist (43) injured in collision at Kinvara dies in hospital,"  The collision took place on the N67 Kinvara to Kilcolgan road at 1.30pm last Thursday. The driver of the car was not injured. Meanwhile, a 61-year-old man remains in serious condition in Portiuncla Hospital in Ballinasloe following a two-car collision on the Ballinasloe to Athlone road at Kilgarve, Creagh on Friday night.",1702324976,"Aug 10, 2015",Irish Times,2015, 7
"Cyclists face fines of up to [euro]2,000: Targeting bicycle users under fixed-charge notice system to begin on August 1st: Targeting bicycle users under fixed-charge notice system to begin on August 1st","  An initial group of seven cycling offences will attract the 40 fines under the scheme, which will be run through the motoring fixed-charge notice and penalty points infrastructure. ""Under the Road Traffic Act 2015,"" he added, ""I will look at any measures that will enable the garda to be confident that the name and address they are supplied is accurate and if it's not, to see what further sanctions and options will be open to them."" A specific offence of cycling on a footpath has not been included in the list of offences. However, people cycling on pavements could be still be fined if they were judged to be riding ""without reasonable consideration"", which is one of the offences covered by the scheme.",1692877878,"Jul 3, 2015",Irish Times,2015, 7
Fines for cyclists and driver obligations,"  If the new provision of a fixed fine for cyclists for ""proceeding into a pedestrianised street or area"" includes this, it is very welcome. Sir, - Most cyclists don't seem to consider themselves full road users and are likely to have to adapt their behaviour quite a bit to avoid the new on-the-spot fines (""Cyclists face on-the-spot fines for seven road traffic offences"", July 2nd).",1693266301,"Jul 4, 2015",Irish Times,2015, 17
On-the-spot fines for cyclists,"  Dublin 6. Sir, - Now that footpaths are cycle paths and pedestrian crossings are cycle crossings where, exactly, does the Minister for Transport propose pedestrians go to walk safely? - Yours, etc,",1693575044,"Jul 6, 2015",Irish Times,2015, 15
Cycling on paths,"  A chara, - I'm all for environmentally-friendly cycling, with more and better cycle ways.",1694876346,"Jul 9, 2015",Irish Times,2015, 15
Winning cyclist to end world trip in Leitrim,"  His mantra in his talks has been ""It's okay not to feel okay. It's absolutely okay to ask for help."" It's a message he wants to spread ""as far and as wide as possible"". He has cycled through 27 countries on six continents over 490 days ""to help raise awareness of suicide prevention"" as ""500 people in Ireland take their own lives every year and an estimated 800,000 do so annually around the globe"".",1695288974,"Jul 11, 2015",Irish Times,2015, 7
Demon cyclists and public attitudes,"  In Dublin, the reverse is true. I cycle through Ranelagh village almost daily and there are usually at least half-a-dozen vehicles parked on the cycle lane - it's by no means a long stretch and I'm talking about only one side of the street! In Ballsbridge, I'm pushed into the middle of the busy road by the informal taxi rank which seems to be a permanent feature on the double yellow lines outside the Bridge pub. Sir, - Sen O'Cuinn ( Letters , July 9th) puzzles whether it is lawful to cycle on footpaths.",1695289045,"Jul 11, 2015",Irish Times,2015, 15
Safer cycling,"  Sir, - Those who take to the roads on two wheels are either brave or foolhardy (July 11th). While it is a truism that most cyclists are also drivers, the corollary that most motorists get on their bike isn't. Here in the UK, some cyclists do give themselves a bad name, with their gung-ho antics which suggest perhaps they are strangers to the need to abide by the rules of the road.",1695868503,"Jul 14, 2015",Irish Times,2015, 15
Urban cycling,"  Sir, - Often the ""repair"" of potholes results in poorly finished, uneven asphalt mounds....",1696080539,"Jul 15, 2015",Irish Times,2015, 15
"Veteran cyclist died after fall on oil slick, inquest hears","  Dublin city coroner Dr Brian Farrell said it seemed the general conditions for cycling were ""good"" but that the men ""couldn't see the oil slick"" which led them to lose control of their bicycles ""to varying degrees"". Impossible to cycle Mr [Stephen Gallagher] said the men ""would have descended Slaughter Hill on many occasions and never encountered such conditions"". He added they were ""impossible to cycle on"".",1696080842,"Jul 15, 2015",Irish Times,2015, 7
Perils of urban cycling,"  Sir, - To the lady driving the Mercedes four-wheel drive who waved apologetically after almost hitting me yesterday evening near St Stephen's Green in Dublin, please...",1696786119,"Jul 17, 2015",Irish Times,2015, 15
Weddings &amp; celebrations: One couple share a history of charitable work; another share a love of rowing and cycling; and a third couple - Irish and Italian - share a mutual love of each other&#39;s music and culture: One couple share a history of charitable work; another share a love of rowing and cycling; and a third couple - Irish and Italian - share a mutual love of each other's music and culture,"  They remained friends and when [Hogan Colm Hogan] returned to Dublin to do an MA three years ago, he lived near [Mary Pierce] in Kilmainham. ""Sparks flew after a few months and we went on holiday to India. I stole Colm's thunder at Bhagsunag waterfall in Dharamshala and asked him to marry me. He returned the compliment, in Hindi, at the Taj Mahal a few days later."" The bride's cousins Eileen and Carmel Roberts arranged the flowers using tulips from Mary's allotment and from the gardens of their friends. Colm's nephew Sen made the cord used in the hand-fastening ceremony combining Tipperary and Dublin colours. Colm's sisters-in-law made the cake and guests received lavender sachets made by Mary. Friends Sally Boyle and Rick Englemann from Phoenix, Arizona, made and designed the invitations.",1684114294,"May 30, 2015",Irish Times,2015, 29
Kerry breaks his leg in Alps cycling accident,"  His spokesman John Kirby said [John Kerry] is returning to the United States and has s cancelled visits to Madrid and Paris. Mr Kerry broke his femur but he is expected to make a full recovery, the spokesman added. He was taken to Geneva's main hospital and was said to be in a stable condition. Mr Kerry (71) is still an avid sportsman and often takes his own bike on official trips abroad. The accident came the day after he met his Iranian counterpart Mohammad Javad Zarif in Geneva to try to overcome obstacles in negotiations on curbing Tehran's nuclear programme.",1684328743,"Jun 1, 2015",Irish Times,2015, 10
Halfords&#39; cycling push pays off,"  Under Mr [Matt Davies], who in May ended a successful 2-year spell as chief executive to lead the UK operations of Tesco, Halfords launched an investment drive to improve stores, customer service and cycling ranges in order to push sales to 1 billion by 2016. Boosted by British cycling successes at events such as the Olympics and Tour de France, cycling has increased in popularity in its core UK market, with Halfords expanding its accessories, bike ranges and improving online categories to tap demand.",1686131658,"Jun 6, 2015",Irish Times,2015, 18
"Cyclists should have insurance, says judge","  A judge has called for cyclists to have insurance. Judge Bridget Reilly was dealing with the case of Robert Gildea (25), Fortfield Park, Terenure, who admitted at Tallaght Court to cycling without reasonable consideration in Rathfarnham, on September 18th, 2014.",1687450443,"Jun 12, 2015",Irish Times,2015, 4
Fines for cyclists to be decided within weeks,"  Final decision A fixed-penalty notice system would operate similarly to that in place for motorists, giving errant cyclists a fixed charge fine, with the possibility of a larger fine on court conviction, but would not involve a points system as cyclists are not required to have licences. ""That is something which I will be making a final decision on in the coming weeks,"" Mr [Paschal Donohoe] said. However, he said he was not considering registration for bicycles or licences for their users.",1688335472,"Jun 16, 2015",Irish Times,2015, 7
Suspended sentence for injuring cyclist,"  O'Farrell, Donomore Avenue, Tallaght, Dublin pleaded guilty at Dublin Circuit Criminal Court to dangerous driving causing serious bodily harm at the N81 Tallaght Bypass at the junction with the Fortunestown Road on June 15th, 2014.",1689513112,"Jun 18, 2015",Irish Times,2015, 10
"3,200 Gran Fondo cyclists sign up for Belfast Giro event","  Thousands of cyclists will follow in the wheeltracks of top professionals when they leave Belfast for the inaugural Gran Fondo Giro d'Italia this weekend. The Gran Fondo - big ride - is in the wake of the successful Grande Partenza of Giro 2104 in Northern Ireland last year when the country went pink in honour of the maglia rosa , the leader's jersey.",1689911539,"Jun 20, 2015",Irish Times,2015, 5
No end of the road just yet for 93-year-old cyclist in Belfast&#39;s new Giro D&#39;Italia event,"  Among the 2,100 cyclists to complete the 173km Gran Fondo Mourne route yesterday was Team Sky's Tasmanian rider Richie Porte. ""It was a nice day, so picturesque,"" he said. ""I was surprised how tough the course was. The Tour de France is in just under two weeks and to be honest this was a really good training ride for me.""",1690159760,"Jun 22, 2015",Irish Times,2015, 8
Man who pushed boy off bicycle sentenced to 10 months in jail,"  Thomas McCarron (22), of Killydreen, Emyvale, Co Monaghan, admitted assaulting and causing harm to Conor McKenna, the young cyclist, who was on a road near Emyvale village training for an Ulster Championship cycling competition.",1691354771,"Jun 27, 2015",Irish Times,2015, 6
Cycling&#39;s quest for credibility still has long road to travel,"  There's nothing easy about it because it's mostly a 'lose-lose' deal. Smoothing everything over and pretending everything is fine was the disaster that led to the current situation. No one believed it, except those with a financial stake in pretending to believe it, while everyone else reflexively knew what they were getting was an illusory bright tip on top of a darkly sinister iceberg. Maybe that is hopelessly pessimistic and wrong. But when cycling's bosses pour even a tincture of cold water on such statements, it harks back to the bad old days of 'give us the evidence and we'll act'. What isn't sufficient is tokenism, and it's hardly encouraging when the loathsome liar, Lance Armstrong, cycling's self-described Voldemort, plays his manipulative games and actually makes sense when pointing out how banishing a single, albeit spectacular, bad guy doesn't clean the slate.",1691535287,"Jun 29, 2015",Irish Times,2015, 10
&#39;I&#39;m part of cycling&#39;s solution&#39;: Unrepentant former head of international cycling trenchantly defends his legacy in the sport: Unrepentant former head of international cycling trenchantly defends his legacy in the sport,"  ""So there was a discussion internally between the legal department, the anti-doping department, and myself. And in the end we agreed he could get the derogation. Now, I'm not trying to justify the derogation as such, but I don't see any real difference in the decision that has been taken in recent weeks, whereby Bradley Wiggins was given a derogation by the UCI to change teams at the end of April, from his Sky team, which he's currently with, to his new team, which he's setting up. And he was given that derogation. Normally the rule is the transfer between one team and another can only be done between June 1st and June 25th every year. Bradley Wiggins has been allowed to change by the UCI, at the end of April because there's a new race, the Tour of Yorkshire, and he wants to ride that with his new team. So, in principle, I don't see any difference."" ""In relation to [Paul Kimmage] and [Greg LeMond], well the only time I went to court was to defend the interest of the UCI. If somebody comes out and states the UCI is corrupt, that's not just the president they're talking about, it's all the staff of UCI, the sport of cycling. I felt obligated to defend that, that's why I would end up in court. I never wanted to go to court. But as president of the UCI, I'm elected to look after the interest of the sport, and if someone attacks that organisation, you've got no option but to defend it."" ""And Travis Tygart [USADA CEO]didn't follow the rules in giving us the 'Reasoned Decision'. We saw on the Usada website the same as everyone else. And it reads like a novel. Speak to any lawyer and they will tell you that's not a reasoned decision. It's a novel. It was designed for public consumption, and a PR stunt. And I think Usada still think there is something there between [Lance Armstrong] and UCI. But CIRC couldn't find it, and they had access to everything.""",1668419476,"Apr 3, 2015",Irish Times,2015, 19
"Cycling&#39;s dark side stays unspoken, or at least off-record","  Just because you're paranoid doesn't mean they're not out to get you, and just because the CIRC report didn't find any evidence of corruption doesn't mean it wasn't going on. [Pat McQuaid] never actually said that - on or off the record - in relation to anti-doping. Although you only have to look a little closer at the CIRC report to understand some of the things McQuaid was talking about - off the record. Here's where McQuaid went off the record (and here's a little hint why: Vladimir Putin), although the CIRC report, in a direct reference to Marakov, warns the UCI of the need ""to avoid a situation where the financing of development projects is synonymous with political influence and indirect vote buying"". It also considered it both ""unexplainable"" and ""unacceptable"" that Marakov did not meet the CIRC commission. Astana backing Astana is also the team of reigning Tour de France champion, Italy's Vincenzo Nibali, although that's not the only reason they're so keen to hold on to their UCI licence. Astana is financed by a coalition of state-owned companies from Kazakhstan (and thus named after its capital city). It also has the clear and open backing of Marakov as well as Renato Di Rocco, the president of the Italian cycling federation, who has reportedly just entered a joint venture with the Kazakh cycling federation.",1669504291,"Apr 4, 2015",Irish Times,2015, 6
Ramps to keep walkers and cyclists apart,"  Fine Gael councillor Naoise O Muir has been seeking safety measures on the cycle path for the past two years following incidents where pedestrians were hurt. ""I welcome the changes which will segregate cyclists from pedestrians more, but cyclists need to get into their heads that they need to yield to pedestrians.""",1673642483,"Apr 17, 2015",Irish Times,2015, 1
Driver gets 6 1/2 years for causing death of cyclist: Judge jails Cork man for dangerous driving after collision &#39;blew father of four off road&#39;: Judge jails Cork man for dangerous driving after collision 'blew father of four off road',"  Shane Fitzgerald, of Knockeen, Meelin, Newmarket, Co Cork, had denied the charge of dangerous driving causing the death of father of four Paudie O'Leary (42) at Scrahan Fada, Gneeveguilla, near Killarney, on July 1st, 2012. Judge Thomas E O'Donnell, handing down sentence at Tralee Circuit Criminal Court, said the collision ""blew Mr O'Leary off the road"", so that his body and his bike were some distance behind a hedge. Judge O'Donnell described the victim impact statement given by Mr O'Leary's widow, Margaret, as one of the most powerful he had heard.",1675067947,"Apr 24, 2015",Irish Times,2015, 6
Blackrock cycling club back on chain gang for African aid,"  Participants left Blackrock, Co Dublin, at 8.45am and travelled to Trim and Ballivor in Co Meath and on to Kinnegad, Co Westmeath, where they took a break before returning to Blackrock.",1677771825,"May 4, 2015",Irish Times,2015, 6
Cycling solution revolves around your children&#39;s growing needs,"  ""LittleBig adapts to a growing child's needs so there is no need to switch bikes to change size,"" [Evans] says. ""It is fitted with quality parts like those found on an adult's bike and with an aluminium frame and parts, smooth-rolling wheel bearings and a rust-proof chain. The LittleBig is a real bike not a toy. When the child finally grows out of the LittleBig, its durable, high-quality design means it will still be in suitable condition to be sold or passed on to another child."" The LittleBig bike is a three-in-one design that starts out as a pedal-less balance bike. As the child grows, the rear of the frame can be rotated to turn the LittleBig into a bigger balance bike with a higher saddle and longer handlebar reach. Stage three adds a separate pedal and crank attachment and the LittleBig becomes a full pedal bike.",1679829002,"May 11, 2015",Irish Times,2015, 7
Irish cycling mourns the loss of Christy Kimmage,"  Irish cycling is mourning the sudden loss of one of Ireland's top riders in the 1950s and 60s, Christy Kimmage. Twice second in the Irish road race championships in 1958 and 1959, he took the title in 1961 plus a host of big victories in Ireland.",1681697401,"May 20, 2015",Irish Times,2015, 2
"For all dark tales, bravery of pro cycling endures","  I go cycling for the sheer pleasure of it. It's all part of the old etiquette of the sport: ride on, don't look back, deal with the consequences later. ""Put me back on my bike,"" cried Tom Simpson, after collapsing in the 1967 Tour de France, just 1.5km from the summit of Mont Ventoux. Simpson had ridden himself to the point of oblivion, although what the roadside medics didn't realise was that he'd also consumed several shots of amphetamines and brandy before the climb - a fatal combination, as it turned out, as he was pronounced dead on arrival at hospital. Now, [Alberto Contador] is far from squeaky clean on the doping front (he was stripped of his 2011 Giro title, after testing positive for clenbuterol the previous summer), but there's an undeniable bravery about him too. In last year's Tour de France, Contador crashed on the descent from Col du Platzerwasel, on stage 10, then rode on for another 20km before realising he'd broken his left tibia. A month later he started in the Vuelta a Espaa and ended up winning. What has made this year's Corsa Rosa additionally fascinating, along with the hardship, is the friendship - and nowhere was that more evident than in Tuesday's stage 10, into Forli. Richie Porte's puncture, 5km from the finish, couldn't have come at a worse time, so the Team Sky rider - one of the main challengers to Contador - gladly accepted a wheel from fellow Australian Simon Clarke, even though Clarke rides for the Orica- Green Edge team.",1682516817,"May 23, 2015",Irish Times,2015, 8
"The wheel deal: The revival of cycling in Ireland seems unstoppable, with free city bikes, Bike To Workschemes and cycling clubs all thriving. Cyclists from Wicklow, Limerick, Tipperary, Kildare and Dublin talk two wheels with Manchan Magan: The revival of cycling in Ireland seems unstoppable, with free city bikes, Bike To Workschemes and cycling clubs all thriving. Cyclists from Wicklow, Limerick, Tipperary, Kildare and Dublin talk two wheels with Manchan Magan","  ""I'd do a 100km on a Sunday, or a 100-ish. You never know how long that 'ish' can be Then another long cycle midweek and you'd hope to get out for another spin too. In winter we do turbo training in the GAA hall: put the bike up on rollers with a racing DVD projected on the wall which sets the pace and the route. It's more intense than out on the road as you have to keep moving the whole time. Sufferfest is the name of the DVDs and they really do make you suffer. Your legs are burning by the end."" ""The bike is a key component of any sustainable urban existence,"" says [Emily Archer Archer]. ""Dublin could be the ideal bike city, but there's a pretty bad relationship between cyclists and taxi drivers right now. It can be scary out there. I've seen too many accidents and have had near misses. I used to be worried about looking uncool - but these days I'm rarely without my helmet, high-vis and lights."" Rita Gahan The redoubtable cyclist was a fixture of every village: a spirited woman who, come hail or shine, could be seen out on the roads pedalling between shop, church and home. In Greystones, this position was held by Rita Gahan ever since she first moved to the seaside town in 1970 right up until the day, 41 years later in 2011, when her family finally persuaded her to leave the old Raleigh 20 in the shed. ""I miss it terribly,"" she says. ""I'd still love to get up on it, but the family won't let me. I have degeneration of my neck and I can't hold my head up to look in front. I'd be relying on my ears and that mightn't be quite sensible.""",1682517018,"May 23, 2015",Irish Times,2015, 10
"Weddings &amp; celebrations: From a wedding ceremony in German, Irish, English and Farsi, to a rugby loving couple&#39;s big day, and a pair whose love for cycling extends as far as their honeymoon: From a wedding ceremony in German, Irish, English and Farsi, to a rugby loving couple's big day, and a pair whose love for cycling extends as far as their honeymoon","  Niloo Sarafan and Conor [John McGreevy] Conor McGreevy from Leitrim and Niloo Sarafan from Flensburg in Germany met through friends in London and started going out in 2011. Romance flourished further when Niloo left south London and moved north where Conor was living. The Camembert Quartet added ""that special sparkle to the day"" and they credit Paddy Cullivan (aka Clint Velour) for enticing even the shyest guests onto the floor for a dance. ""There was the obligatory Irish sing-song at the end of the night,"" said the groom, ""until finally the staff sent us all off on our merry way.""",1682517029,"May 23, 2015",Irish Times,2015, 29
Dublin Cycling Campaign survey reveals most stolen bicycles never recovered: Trinity College Dublin and south city centre are popular spots with bicycle thieves: Trinity College Dublin and south city centre are popular spots with bicycle thieves,"  The city ""hot spots"" for outdoor bicycle theft were Trinity College Dublin, St Stephen's Green and South King Street, George's Street, South William Street, Drury Street, Connolly Station, Smithfield/North King Street, North Prince's Street, Parnell Street and Rathmines Road. The campaign is calling for the establishment of a working group co-ordinated by Dublin City Council to develop a scheme to reduce bike theft in the city; an increase in secure bicycle parking throughout Dublin; more action by the Garda to detect and deter bicycle theft; a tighter code of practice for online buyers and sellers of second-hand bikes; and more responsibility taken by cyclists through buying better locks, recording frame number, not buying stolen bikes and always reporting stolen bikes to the Garda.",1652015946,"Feb 7, 2015",Irish Times,2015, 3
Armstrong ordered to pay $10m fine: Repercussions of past actions continue for disgraced cyclist: Repercussions of past actions continue for disgraced cyclist,"  ""We are very pleased with this result,"" said SCA's president and founder, Bob Hamman. ""It is hard to describe how much harm [Lance Armstrong]'s web of lies caused SCA but this is a good first start towards repairing that damage."" Banned substances Armstrong testified under oath that he had never used banned substances. SCA Promotions was eventually forced to settle as the original contract between the two companies didn't include stipulations about doping. It ended up paying the sum in question as well as an additional $2.5 million in interest and legal fees. In all the contract with Armstrong cost the company $12 million. SCA lawyer Jeff Tillotson said that the record-breaking award ""was justified given Armstrong's outrageous conduct."" He noted that the arbitration panel had determined that Armstrong had continued to lie during the final hearing.",1655381947,"Feb 17, 2015",Irish Times,2015, 23
"Porto, oh Porto: Catherine Mack is glad she took time out to experience the elegant northern Portuguese city, during her cycling trip along the Atlantic coast: Catherine Mack is glad she took time out to experience the elegant northern Portuguese city, during her cycling trip along the Atlantic coast","  This catch up has certainly created a confidence and coolness about [Porto]. It has a slightly shabby chic element to it, with the emphasis most definitely on chic, such as the Hotel Carris where we spent the first night of our week long cycling holiday from Porto to Coimbra. Located in the historic centre of Porto, overlooking the river, this magnificent granite building has been restored with that urban stark chic that is far from ostentatious, but oozing with quiet confidence. As we cycled out of Porto, along the river boardwalk on the southside, within minutes we had entered a world of fishermen, young and old, casting their lines from the river shore. With only 30kms to cycle before our next bed for the night, in Furadouro, we didn't feel in any way hurried as we paused to take in the virtually unchanged with time vistas. Such as the petite port town of Afurada, where women, old and young, were either washing the daily catch in giant tubs, or hanging out their own washing to dry along the shore. A shore where, when you pedal on just half a kilometre, a state of the art yachty marina welcomed a very different clientele. Cruising along in this carbon free manner is also suited to stretches like the Reserva Natural Local do Esturio do Douro, a wetland that precedes the coast, and where birdwatching is prolific, with everything from falcons to flamingos flying in to rest at this briny birders' paradise. And after the brine, the beach. Or Praia, as they call it in Portugal. At each beach, there is a map that looks a little like it is for a subway except, along this line, all the stops represent beaches rather than stations. Praia de Mirimar is one of the showstoppers, with a chapel built on the rocks just a little out to sea, so that you can walk to it at low tide. This Capela do Senhor da Pedra, built 350 years ago, was the coastal chapel for fishermen's wives where they would pray for the fate of their loved ones out at sea.",1656525632,"Feb 21, 2015",Irish Times,2015, 37
"Cyclist&#39;s body was driven through hedge, court told: Father of four died in 2012 after being knocked from bike ahead of Kerry race: Father of four died in 2012 after being knocked from bike ahead of Kerry race","  Mr Rice, in his outline to the jury panel, said ""the prosecution will allege"" that a dark-grey vehicle, a Toyota Landcruiser, "" was involved in a collision with a bicycle at 5.15am on the morning of July 1st, 2012 and that Paudie O'[Leary] died as a result. ""The vehicle did not stop and the accused did not remain at the scene,"" Mr Rice continued. ""The prosecution say it was the accused's vehicle and the accused was driving."" Paudie O'Leary was ""a long-distance cyclist"" who would think nothing of cycling 10 miles from his home near Gneeveguilla to Killarney and back again, Mr [Rice] said. He had been training for the 112-mile Ring of Kerry Cycle.",1658260324,"Feb 26, 2015",Irish Times,2015, 6
Court told how cyclist&#39;s body was discovered: Widow tells trial over alleged hit-and-run her husband left to train early in morning: Widow tells trial over alleged hit-and-run her husband left to train early in morning,"  Mr O'[Leary] was part of a large family and a search got under way. At 1.15pm, Ms O'Leary was in the kitchen of their home at Gneeveguilla when the phone call came through from her sister-in-law to Aeneas, Mr O'Leary's brother. ""All I could hear is that he was dead,"" Ms O'Leary said, breaking down. Jerry O'Callaghan, who is married to the late Mr O'Leary's sister, Mirad, gave evidence of seeing debris on the road at about 1.15 pm as he searched and of seeing the cyclist's bag ""sitting on the hedge - on top of the hedge"". Body found He proceeded towards the bag and saw it had a black cap and a mobile phone. At that juncture, the phone began to ring. ""I knew at that stage that Paudie O'Leary was at the scene. I knew this was his bag. This was his phone and I said to my wife, 'Paud is here'.""",1658583084,"Feb 27, 2015",Irish Times,2015, 6
"Vegetation attached to body of cyclist, court hears","  Paudie O'Leary was 42 when he died from brain swelling and haemorrhage and upper spinal cord injuries due to a road traffic collision, Assistant State Pathologist Dr Margot Bolster concluded at the third day of a trial of a man (22) who denies dangerous driving causing death.",1658794122,"Feb 28, 2015",Irish Times,2015, 6
Cycling Independent Reform Commission Six things we learned,"  The CIRC was established after Brian Cookson took over from Pat McQuaid as UCI president. It was requested to investigate claims that the previous UCI presidents McQuaid and Hein Verbruggen and others within the UCI had protected [Lance Armstrong], and also to examine the historic issue of doping in cycling. ""UCI purposely limited the scope of the independent investigator's mandate to procedural issues contrary to what they told stakeholders and the public and against Emile Vrijman's own suggestion,"" it said. ""UCI, together with the Armstrong team, became directly and heavily involved in the drafting of the Vrijman report, the purpose of which was only partly to expedite the publication of the report. The main goal was to ensure that the report reflected UCI's and Lance Armstrong's personal conclusions."" ""Whilst there is no direct evidence of an agreement between Pat McQuaid and Lance Armstrong, information in the Commission's possession shows that: (i) Pat McQuaid made a sudden U-turn and allowed Lance Armstrong to return 13 days early to participate in the Tour Down Under, despite advice from UCI staff not to make an exception, and (ii) there was a temporal link between this decision, which was communicated to UCI staff in the morning, and the decision of Lance Armstrong, which was notified to Pat McQuaid later that same day, to participate in the Tour of Ireland, an event run by people known to Pat McQuaid.""",1661490241,"Mar 10, 2015",Irish Times,2015, 18
Closing speeches made in trial over death of cyclist,"  Shane Fitzgerald (23), Meelin, Newmarket, Co Cork, has denied the charge of dangerous driving causing the death of Paudie O'Leary (42), a father of four, at Scrahanfadda, Gneeveguilla, Co Kerry, on July 1st, 2012.",1664632751,"Mar 20, 2015",Irish Times,2015, 6
Man guilty of causing cyclist&#39;s death by dangerous driving,"  Shane Fitzgerald, of Knockeen, Meelin, Newmarket, Co Cork, denied the charge of dangerous driving causing the death of father Paudie O'Leary (42) at Scrahan Fada, Gneeveguilla, on July 1st, 2012. Mr O'Leary's body was discovered eight hours after an incident involving a vehicle. The vehicle, identified as a dark grey Toyota Land Cruiser, has never been found.",1664854764,"Mar 21, 2015",Irish Times,2015, 6
CYCLING BACK TO FRONT,  This cross between a bicycle and a snowboard is steered by handles attached to both the front and back wheels.,1664855148,"Mar 21, 2015",Irish Times,2015, 5
"Walkers, cyclists and tourists","  Most Irish country people of 70 years or so can clearly remember dozens of paths and laneways. These took the form of Mass paths, church paths, fishermen's paths and well paths, now mostly gone. Our forefathers were not idiots and had no intention of walking five miles if they could use a path and do the journey in two. - Yours, etc,",1641798341,"Jan 5, 2015",Irish Times,2015, 15
Call for minimum gap between cars and cyclists when overtaking,"  ""Last year, the Queensland minister for transport Scott Emerson announced a two- year trial of a minimum passing distance for motorists who are overtaking cyclists: one metre on roads with speed limits up to 60km/h and 1.5m on faster roads,"" said Mr [Noel Gibbons]. Mr Cuffe described the fine proposal as a ""ham-fisted approach"" to the problem of ""dangerous cycling"".",1642816813,"Jan 8, 2015",Irish Times,2015, 6
Cyclist killed in crash near Westport,  Garda are appealing for anyone with information to contact Westport Garda station on 098-50230 or the Garda Confidential Line on 1800-666111.,1644394888,"Jan 12, 2015",Irish Times,2015, 9
Should falling off my bicycle stop me from leaning in?,"  Abusive pavement A colleague told me not to consider going. You cannot pass yourself off as a powerful woman when you look like a victim of domestic abuse. It might be sexist, she explained, but it's a fact: a man with a mashed-up face looks tough, while a woman looks like a beaten wife. Whatever story I told about a bike and a bag, a stranger would always suspect an abusive partner, not an abusive pavement. The only way of salvaging the situation, she said, was a dashing eye patch and a power suit. When I pointed out that you can't wear a power suit with your arm in plaster, she suggested a cape instead. Milking it Were it not for the non-exec interview and the black eye, I would be feeling pretty pleased with myself. When I was about 10 I had a morbid desire for a broken bone in a plaster cast, as it got people off gym and seemed to earn them an unreasonable amount of sympathy.",1647959040,"Jan 26, 2015",Irish Times,2015, 8
